TRIPID,HOUSEID,PERSONID,TDTRPNUM,STRTTIME,TRPMILES,LOOP_TRIP,TRIPPURP,TRAVDAY,HOMEOWN,HHSIZE,HHFAMINC,HHSTATE,WRKCOUNT,LIF_CYC,URBAN,URBANSIZE,CENSUS_D,HH_RACE,EDUC,WORKER,WHYTRP90,R_AGE_IMP,R_SEX_IMP,OBHUR,DBHUR,OBPPOPDN,DBPPOPDN,TRAVELMODE
10022,2063,1,2,1123,2.283,2,NHB,1,2,1,1,WI,0,1,1,2,3,1,1,2,3,61,2,C,C,3000,3000,TAXI
10023,2063,1,3,1304,2.16,2,HBSHOP,1,2,1,1,WI,0,1,1,2,3,1,1,2,3,61,2,C,C,3000,3000,TAXI
10024,2063,1,4,1517,1.141,2,HBSHOP,1,2,1,1,WI,0,1,1,2,3,1,1,2,3,61,2,C,C,3000,7000,TAXI
10025,2063,1,5,1612,0.779,2,HBSHOP,1,2,1,1,WI,0,1,1,2,3,1,1,2,3,61,2,C,C,7000,3000,TAXI
10026,2064,1,1,1415,4.146,2,HBO,5,2,1,1,NY,0,9,1,5,2,1,2,2,11,80,2,U,U,17000,30000,PASSENGER
10027,2065,1,1,1800,2.222,1,HBO,3,1,1,3,CA,0,9,1,4,9,97,2,2,10,70,2,U,U,7000,7000,WALK
10028,2066,1,1,850,0.135,2,HBSHOP,7,2,1,2,CA,0,9,1,5,9,1,4,2,3,63,1,C,C,17000,17000,WALK
10029,2066,1,2,930,0.135,2,HBSHOP,7,2,1,2,CA,0,9,1,5,9,1,4,2,3,63,1,C,C,17000,17000,WALK
10030,2066,1,3,1100,13.783,2,HBO,7,2,1,2,CA,0,9,1,5,9,1,4,2,6,63,1,C,C,17000,750,RAIL
10031,2066,1,4,1300,14.748,2,HBO,7,2,1,2,CA,0,9,1,5,9,1,4,2,6,63,1,C,C,750,17000,RAIL
10032,2067,1,1,500,1.5,1,HBO,1,2,1,3,NH,0,1,1,1,1,1,2,2,10,50,1,C,C,3000,3000,WALK
10033,2067,1,2,650,1.11,2,HBSOCREC,1,2,1,3,NH,0,1,1,1,1,1,2,2,8,50,1,C,C,3000,7000,WALK
10034,2067,1,3,900,1.11,2,HBSOCREC,1,2,1,3,NH,0,1,1,1,1,1,2,2,8,50,1,C,C,7000,3000,WALK
10035,2067,1,4,1345,-9.0,1,HBO,1,2,1,3,NH,0,1,1,1,1,1,2,2,10,50,1,C,C,3000,3000,WALK
10036,2068,1,1,730,0.03,2,HBO,3,1,2,2,SC,1,5,4,6,5,1,1,1,11,44,1,R,R,300,300,WALK
10037,2068,1,2,745,3.957,2,NHB,3,1,2,2,SC,1,5,4,6,5,1,1,1,1,44,1,R,T,300,1500,PASSENGER
10038,2068,1,3,1700,3.956,2,NHB,3,1,2,2,SC,1,5,4,6,5,1,1,1,4,44,1,T,R,1500,300,PASSENGER
10039,2068,1,4,1731,0.03,2,HBO,3,1,2,2,SC,1,5,4,6,5,1,1,1,1,44,1,R,R,300,300,WALK
10040,2068,2,1,700,3.274,2,HBO,3,1,2,2,SC,1,5,4,6,5,1,-1,-1,5,13,2,R,R,300,300,RAIL
10041,2068,2,2,1530,3.281,2,HBO,3,1,2,2,SC,1,5,4,6,5,1,-1,-1,5,13,2,R,R,300,300,RAIL
10042,2069,1,1,900,1.058,2,HBSHOP,4,1,1,2,PA,0,9,1,5,2,1,2,2,3,92,2,C,T,7000,750,PASSENGER
10043,2069,1,2,1010,1.057,2,HBSHOP,4,1,1,2,PA,0,9,1,5,2,1,2,2,3,92,2,T,C,750,7000,PASSENGER
10044,2070,1,1,1445,7.567,2,HBW,5,2,1,2,WI,1,1,1,4,3,2,2,1,1,68,2,U,S,17000,3000,RAIL
10045,2070,1,2,1945,7.458,2,NHB,5,2,1,2,WI,1,1,1,4,3,2,2,1,3,68,2,S,U,3000,17000,RAIL
10046,2070,1,3,2105,0.068,2,HBSHOP,5,2,1,2,WI,1,1,1,4,3,2,2,1,1,68,2,U,U,17000,17000,WALK
10047,2071,3,1,1200,1.186,2,HBO,7,2,3,2,NY,0,6,2,6,2,1,1,-1,11,14,2,C,C,7000,7000,PASSENGER
10048,2071,3,2,1425,0.266,2,HBO,7,2,3,2,NY,0,6,2,6,2,1,1,-1,11,14,2,C,C,7000,7000,WALK
10049,2071,3,3,1440,1.084,2,HBO,7,2,3,2,NY,0,6,2,6,2,1,1,-1,11,14,2,C,C,7000,7000,PASSENGER
10050,2072,1,1,1045,0.464,2,HBSHOP,7,2,1,2,NY,0,1,1,3,2,1,3,2,4,60,2,S,S,3000,3000,PASSENGER
10051,2072,1,2,1200,0.261,2,NHB,7,2,1,2,NY,0,1,1,3,2,1,3,2,3,60,2,S,S,3000,3000,PASSENGER
10052,2072,1,3,1235,1.875,2,NHB,7,2,1,2,NY,0,1,1,3,2,1,3,2,8,60,2,S,S,3000,1500,PASSENGER
10053,2073,1,1,1300,2.857,2,HBSHOP,3,1,1,5,NY,0,9,2,6,2,1,2,2,4,77,2,R,T,50,1500,PASSENGER
10054,2073,1,2,1320,1.452,2,NHB,3,1,1,5,NY,0,9,2,6,2,1,2,2,3,77,2,T,T,1500,3000,PASSENGER
10055,2073,1,3,1415,0.237,2,NHB,3,1,1,5,NY,0,9,2,6,2,1,2,2,3,77,2,T,T,3000,3000,PASSENGER
10056,2073,1,4,1450,0.494,2,NHB,3,1,1,5,NY,0,9,2,6,2,1,2,2,3,77,2,T,T,3000,3000,PASSENGER
10057,2073,1,5,1530,1.918,2,HBSHOP,3,1,1,5,NY,0,9,2,6,2,1,2,2,3,77,2,T,R,3000,50,PASSENGER
10058,2074,1,1,1000,0.491,2,NHB,6,2,1,2,NY,0,9,2,6,2,97,3,2,3,64,1,T,T,3000,7000,WALK
10059,2074,1,2,1010,1.008,2,NHB,6,2,1,2,NY,0,9,2,6,2,97,3,2,3,64,1,T,T,7000,3000,RAIL
10060,2074,1,3,1100,1.149,2,NHB,6,2,1,2,NY,0,9,2,6,2,97,3,2,4,64,1,T,T,3000,3000,RAIL
10061,2074,1,4,1200,0.753,2,NHB,6,2,1,2,NY,0,9,2,6,2,97,3,2,10,64,1,T,T,3000,3000,WALK
10062,2074,1,5,1300,0.753,2,HBSOCREC,6,2,1,2,NY,0,9,2,6,2,97,3,2,10,64,1,T,T,3000,3000,WALK
10063,2075,1,1,900,6.11,2,HBO,1,2,2,2,TX,0,10,1,4,7,1,1,2,11,65,2,S,U,3000,7000,RAIL
10064,2075,1,2,1002,0.06,2,NHB,1,2,2,2,TX,0,10,1,4,7,1,1,2,10,65,2,U,S,7000,7000,WALK
10065,2075,1,3,1020,0.2,2,NHB,1,2,2,2,TX,0,10,1,4,7,1,1,2,5,65,2,S,U,7000,7000,WALK
10066,2075,1,4,1220,1.338,2,NHB,1,2,2,2,TX,0,10,1,4,7,1,1,2,3,65,2,U,U,7000,7000,RAIL
10067,2075,1,5,1500,7.471,2,NHB,1,2,2,2,TX,0,10,1,4,7,1,1,2,8,65,2,U,U,7000,7000,RAIL
10068,2075,1,6,1800,10.893,2,NHB,1,2,2,2,TX,0,10,1,4,7,1,1,2,8,65,2,U,C,7000,7000,PASSENGER
10069,2075,1,7,1930,14.472,2,NHB,1,2,2,2,TX,0,10,1,4,7,1,1,2,10,65,2,C,U,7000,7000,PASSENGER
10070,2075,1,8,2100,7.303,2,HBSHOP,1,2,2,2,TX,0,10,1,4,7,1,1,2,5,65,2,U,S,7000,3000,PASSENGER
10071,2075,1,9,2145,0.222,1,HBO,1,2,2,2,TX,0,10,1,4,7,1,1,2,10,65,2,S,S,3000,3000,WALK
10072,2075,2,1,900,6.17,2,HBSHOP,1,2,2,2,TX,0,10,1,4,7,1,1,2,10,66,1,S,S,3000,7000,RAIL
10073,2075,2,2,1020,0.2,2,NHB,1,2,2,2,TX,0,10,1,4,7,1,1,2,5,66,1,S,U,7000,7000,WALK
10074,2075,2,3,1220,1.338,2,NHB,1,2,2,2,TX,0,10,1,4,7,1,1,2,3,66,1,U,U,7000,7000,RAIL
10075,2075,2,4,1500,7.471,2,NHB,1,2,2,2,TX,0,10,1,4,7,1,1,2,8,66,1,U,U,7000,7000,RAIL
10076,2075,2,5,1800,10.893,2,NHB,1,2,2,2,TX,0,10,1,4,7,1,1,2,8,66,1,U,C,7000,7000,PASSENGER
10077,2075,2,6,1930,14.472,2,NHB,1,2,2,2,TX,0,10,1,4,7,1,1,2,10,66,1,C,U,7000,7000,PASSENGER
10078,2075,2,7,2100,7.303,2,HBSHOP,1,2,2,2,TX,0,10,1,4,7,1,1,2,5,66,1,U,S,7000,3000,PASSENGER
10079,2075,2,8,2145,0.222,1,HBO,1,2,2,2,TX,0,10,1,4,7,1,1,2,10,66,1,S,S,3000,3000,WALK
10080,2076,1,1,830,1.96,2,NHB,1,2,1,1,NY,1,1,2,6,2,1,2,1,5,45,1,C,C,7000,7000,WALK
10081,2076,1,2,945,2.203,2,NHB,1,2,1,1,NY,1,1,2,6,2,1,2,1,10,45,1,C,C,7000,7000,WALK
10082,2076,1,3,1045,0.254,2,HBSHOP,1,2,1,1,NY,1,1,2,6,2,1,2,1,11,45,1,C,C,7000,7000,WALK
10083,2076,1,4,1500,25.403,2,HBO,1,2,1,1,NY,1,1,2,6,2,1,2,1,4,45,1,C,S,7000,3000,PASSENGER
10084,2076,1,5,1545,5.008,2,NHB,1,2,1,1,NY,1,1,2,6,2,1,2,1,4,45,1,S,C,3000,7000,PASSENGER
10085,2076,1,6,1610,14.312,2,NHB,1,2,1,1,NY,1,1,2,6,2,1,2,1,8,45,1,C,R,7000,50,PASSENGER
10086,2076,1,7,1800,10.758,2,HBSOCREC,1,2,1,1,NY,1,1,2,6,2,1,2,1,8,45,1,R,C,50,7000,PASSENGER
10087,2077,1,1,945,3.031,2,HBSOCREC,6,2,1,3,WI,0,9,1,1,3,1,3,2,10,78,2,C,S,7000,1500,PASSENGER
10088,2077,1,2,1215,3.322,2,NHB,6,2,1,3,WI,0,9,1,1,3,1,3,2,4,78,2,S,C,1500,3000,PASSENGER
10089,2077,1,3,1250,0.672,2,HBSHOP,6,2,1,3,WI,0,9,1,1,3,1,3,2,10,78,2,C,C,3000,7000,PASSENGER
10090,2077,1,4,1715,2.255,2,HBSOCREC,6,2,1,3,WI,0,9,1,1,3,1,3,2,10,78,2,C,T,7000,750,PASSENGER
10091,2077,1,5,1915,2.256,2,HBSOCREC,6,2,1,3,WI,0,9,1,1,3,1,3,2,10,78,2,T,C,750,7000,PASSENGER
10092,2078,1,1,1100,0.767,2,HBO,2,2,1,5,CA,0,9,1,3,9,3,2,2,6,83,2,U,S,7000,3000,PASSENGER
10093,2078,1,2,1200,0.726,2,HBO,2,2,1,5,CA,0,9,1,3,9,3,2,2,6,83,2,S,U,3000,7000,PASSENGER
10094,2079,1,1,1200,0.109,2,HBSHOP,5,2,1,-8,IL,0,1,1,5,3,2,3,2,3,70,2,U,U,17000,17000,WALK
10095,2079,1,2,1220,0.133,2,NHB,5,2,1,-8,IL,0,1,1,5,3,2,3,2,3,70,2,U,U,17000,17000,WALK
10096,2079,1,3,1240,0.477,2,NHB,5,2,1,-8,IL,0,1,1,5,3,2,3,2,3,70,2,U,U,17000,7000,WALK
10097,2079,1,4,1318,0.455,2,HBSHOP,5,2,1,-8,IL,0,1,1,5,3,2,3,2,3,70,2,U,U,7000,17000,WALK
10098,2080,1,1,1030,1.501,2,HBSOCREC,5,1,2,7,WI,0,10,2,6,3,1,5,2,8,69,1,T,T,1500,1500,DRIVE
10099,2080,1,2,1200,1.502,2,HBSOCREC,5,1,2,7,WI,0,10,2,6,3,1,5,2,8,69,1,T,T,1500,1500,DRIVE
10100,2080,2,1,1030,1.501,2,HBSOCREC,5,1,2,7,WI,0,10,2,6,3,1,4,2,8,65,2,T,T,1500,1500,PASSENGER
10101,2080,2,2,1200,1.502,2,HBSOCREC,5,1,2,7,WI,0,10,2,6,3,1,4,2,8,65,2,T,T,1500,1500,PASSENGER
10102,2081,1,1,1400,22.137,2,HBO,6,1,1,5,ME,0,9,4,6,1,1,4,2,6,78,2,R,R,50,300,PASSENGER
10103,2081,1,2,1530,4.025,2,NHB,6,1,1,5,ME,0,9,4,6,1,1,4,2,3,78,2,R,T,300,3000,PASSENGER
10104,2081,1,3,1555,1.37,2,NHB,6,1,1,5,ME,0,9,4,6,1,1,4,2,10,78,2,T,T,3000,3000,PASSENGER
10105,2081,1,4,1645,17.259,2,HBSHOP,6,1,1,5,ME,0,9,4,6,1,1,4,2,6,78,2,T,R,3000,50,PASSENGER
10106,2082,1,1,1200,0.455,2,HBSHOP,5,2,1,1,CA,0,1,1,5,9,1,1,2,3,42,1,U,U,30000,7000,WALK
10107,2082,1,2,1400,0.455,2,HBSHOP,5,2,1,1,CA,0,1,1,5,9,1,1,2,3,42,1,U,U,7000,30000,WALK
10108,2082,1,3,1500,0.111,1,HBO,5,2,1,1,CA,0,1,1,5,9,1,1,2,10,42,1,U,U,30000,30000,WALK
10109,2082,1,4,2300,0.111,1,HBO,5,2,1,1,CA,0,1,1,5,9,1,1,2,10,42,1,U,U,30000,30000,WALK
10110,2083,1,1,415,12.867,2,HBO,6,1,5,2,TX,1,8,4,6,7,6,3,2,4,68,2,R,R,50,300,DRIVE
10111,2083,1,2,446,11.604,2,HBO,6,1,5,2,TX,1,8,4,6,7,6,3,2,4,68,2,R,R,300,50,DRIVE
10112,2083,1,3,930,21.578,2,HBO,6,1,5,2,TX,1,8,4,6,7,6,3,2,4,68,2,R,T,50,1500,DRIVE
10113,2083,1,4,1045,21.582,2,HBO,6,1,5,2,TX,1,8,4,6,7,6,3,2,4,68,2,T,R,1500,50,DRIVE
10114,2083,1,5,1200,12.84,2,HBSHOP,6,1,5,2,TX,1,8,4,6,7,6,3,2,3,68,2,R,R,50,300,DRIVE
10115,2083,1,6,1420,15.568,2,NHB,6,1,5,2,TX,1,8,4,6,7,6,3,2,6,68,2,R,S,300,3000,DRIVE
10116,2083,1,7,1600,4.823,2,NHB,6,1,5,2,TX,1,8,4,6,7,6,3,2,6,68,2,S,C,3000,1500,DRIVE
10117,2083,1,8,1720,1.299,2,NHB,6,1,5,2,TX,1,8,4,6,7,6,3,2,10,68,2,C,C,1500,1500,DRIVE
10118,2083,1,9,1820,16.324,2,HBSOCREC,6,1,5,2,TX,1,8,4,6,7,6,3,2,3,68,2,C,R,1500,50,DRIVE
10119,2083,2,1,1200,12.84,2,HBSHOP,6,1,5,2,TX,1,8,4,6,7,6,4,2,3,51,2,R,R,50,300,PASSENGER
10120,2083,2,2,1420,15.568,2,NHB,6,1,5,2,TX,1,8,4,6,7,6,4,2,6,51,2,R,S,300,3000,PASSENGER
10121,2083,2,3,1600,4.823,2,NHB,6,1,5,2,TX,1,8,4,6,7,6,4,2,6,51,2,S,C,3000,1500,PASSENGER
10122,2083,2,4,1720,1.299,2,NHB,6,1,5,2,TX,1,8,4,6,7,6,4,2,10,51,2,C,C,1500,1500,PASSENGER
10123,2083,2,5,1820,16.324,2,HBSOCREC,6,1,5,2,TX,1,8,4,6,7,6,4,2,3,51,2,C,R,1500,50,PASSENGER
10124,2083,3,1,1200,12.84,2,HBO,6,1,5,2,TX,1,8,4,6,7,6,2,2,4,20,2,R,R,50,300,PASSENGER
10125,2083,3,2,1420,15.568,2,NHB,6,1,5,2,TX,1,8,4,6,7,6,2,2,6,20,2,R,S,300,3000,PASSENGER
10126,2083,3,3,1600,4.823,2,NHB,6,1,5,2,TX,1,8,4,6,7,6,2,2,4,20,2,S,C,3000,1500,PASSENGER
10127,2083,3,4,1720,1.299,2,NHB,6,1,5,2,TX,1,8,4,6,7,6,2,2,10,20,2,C,C,1500,1500,PASSENGER
10128,2083,3,5,1820,16.324,2,HBSOCREC,6,1,5,2,TX,1,8,4,6,7,6,2,2,4,20,2,C,R,1500,50,PASSENGER
10129,2083,4,1,1501,15.879,2,HBO,6,1,5,2,TX,1,8,4,6,7,6,2,1,6,25,2,R,S,50,3000,PASSENGER
10130,2083,4,2,1600,4.823,2,NHB,6,1,5,2,TX,1,8,4,6,7,6,2,1,6,25,2,S,C,3000,1500,PASSENGER
10131,2083,4,3,1720,1.299,2,NHB,6,1,5,2,TX,1,8,4,6,7,6,2,1,10,25,2,C,C,1500,1500,PASSENGER
10132,2083,4,4,1820,16.324,2,HBSOCREC,6,1,5,2,TX,1,8,4,6,7,6,2,1,6,25,2,C,R,1500,50,PASSENGER
10133,2083,5,1,930,21.578,2,HBO,6,1,5,2,TX,1,8,4,6,7,6,2,2,4,28,2,R,T,50,1500,PASSENGER
10134,2083,5,2,1045,21.582,2,HBO,6,1,5,2,TX,1,8,4,6,7,6,2,2,4,28,2,T,R,1500,50,PASSENGER
10135,2083,5,3,1200,12.84,2,HBSHOP,6,1,5,2,TX,1,8,4,6,7,6,2,2,3,28,2,R,R,50,300,PASSENGER
10136,2083,5,4,1420,15.568,2,NHB,6,1,5,2,TX,1,8,4,6,7,6,2,2,6,28,2,R,S,300,3000,PASSENGER
10137,2083,5,5,1600,4.823,2,NHB,6,1,5,2,TX,1,8,4,6,7,6,2,2,6,28,2,S,C,3000,1500,PASSENGER
10138,2083,5,6,1720,1.299,2,NHB,6,1,5,2,TX,1,8,4,6,7,6,2,2,10,28,2,C,C,1500,1500,PASSENGER
10139,2083,5,7,1820,16.324,2,HBSOCREC,6,1,5,2,TX,1,8,4,6,7,6,2,2,3,28,2,C,R,1500,50,PASSENGER
10140,2084,1,1,1300,6.499,2,HBSHOP,6,2,2,1,WI,1,2,1,4,3,1,2,2,3,46,1,U,U,7000,7000,RAIL
10141,2084,1,2,1500,6.097,2,HBSHOP,6,2,2,1,WI,1,2,1,4,3,1,2,2,3,46,1,U,U,7000,7000,RAIL
10142,2084,2,1,1400,5.644,2,HBSHOP,6,2,2,1,WI,1,2,1,4,3,1,1,1,3,31,2,U,U,7000,3000,RAIL
10143,2084,2,2,1800,5.478,2,HBSHOP,6,2,2,1,WI,1,2,1,4,3,1,1,1,3,31,2,U,U,3000,7000,RAIL
10144,2085,1,1,1030,1.49,2,HBSHOP,7,1,1,4,WV,0,1,4,6,5,1,2,2,10,88,2,T,T,300,300,PASSENGER
10145,2085,1,2,1205,1.49,2,HBSHOP,7,1,1,4,WV,0,1,4,6,5,1,2,2,10,88,2,T,T,300,300,PASSENGER
10146,2086,1,1,1800,3.026,2,HBSHOP,4,1,1,1,CA,0,1,1,4,9,1,3,2,3,44,2,S,S,7000,3000,PASSENGER
10147,2086,1,2,1830,3.763,2,NHB,4,1,1,1,CA,0,1,1,4,9,1,3,2,10,44,2,S,S,3000,1500,PASSENGER
10148,2086,1,3,2030,6.527,2,HBSOCREC,4,1,1,1,CA,0,1,1,4,9,1,3,2,10,44,2,S,S,1500,7000,PASSENGER
10149,2087,1,1,1000,7.301,2,HBSHOP,7,2,1,2,NY,0,9,1,1,2,1,1,2,3,71,1,S,T,3000,300,RAIL
10150,2087,1,2,1200,0.558,2,NHB,7,2,1,2,NY,0,9,1,1,2,1,1,2,3,71,1,T,T,300,300,WALK
10151,2087,1,3,1345,7.415,2,HBSHOP,7,2,1,2,NY,0,9,1,1,2,1,1,2,3,71,1,T,S,300,3000,RAIL
10152,2087,1,4,1630,0.521,2,HBSHOP,7,2,1,2,NY,0,9,1,1,2,1,1,2,3,71,1,S,S,3000,3000,WALK
10153,2087,1,5,1800,0.521,2,HBSHOP,7,2,1,2,NY,0,9,1,1,2,1,1,2,3,71,1,S,S,3000,3000,WALK
10154,2088,1,1,800,1.022,2,HBO,1,2,1,1,GA,0,1,2,6,5,2,2,2,11,58,1,R,R,300,1500,PASSENGER
10155,2088,1,2,820,0.266,2,NHB,1,2,1,1,GA,0,1,2,6,5,2,2,2,10,58,1,R,R,1500,1500,PASSENGER
10156,2088,1,3,845,30.146,2,NHB,1,2,1,1,GA,0,1,2,6,5,2,2,2,3,58,1,R,T,1500,750,PASSENGER
10157,2088,1,4,1200,30.882,2,HBSHOP,1,2,1,1,GA,0,1,2,6,5,2,2,2,3,58,1,T,R,750,300,PASSENGER
10158,2088,1,5,1500,0.222,1,HBO,1,2,1,1,GA,0,1,2,6,5,2,2,2,10,58,1,R,R,300,300,WALK
10159,2089,1,1,825,0.866,2,HBSHOP,7,1,1,4,OH,0,9,2,6,3,1,3,2,10,69,1,T,T,7000,3000,CYCLE
10160,2089,1,2,945,1.208,2,NHB,7,1,1,4,OH,0,9,2,6,3,1,3,2,3,69,1,T,T,3000,750,CYCLE
10161,2089,1,3,1100,1.728,2,HBSHOP,7,1,1,4,OH,0,9,2,6,3,1,3,2,10,69,1,T,T,750,7000,CYCLE
10162,2089,1,4,1400,1.201,2,HBSHOP,7,1,1,4,OH,0,9,2,6,3,1,3,2,3,69,1,T,T,7000,750,CYCLE
10163,2089,1,5,1500,1.201,2,HBSHOP,7,1,1,4,OH,0,9,2,6,3,1,3,2,3,69,1,T,T,750,7000,CYCLE
10164,2090,1,1,1300,1.45,2,HBO,4,2,1,3,CA,0,9,1,1,9,1,3,2,6,57,1,C,C,7000,7000,OTHER
10165,2090,1,2,1405,1.45,2,HBO,4,2,1,3,CA,0,9,1,1,9,1,3,2,6,57,1,C,C,7000,7000,OTHER
10166,2091,1,1,1513,0.233,2,HBSOCREC,2,2,1,1,NC,0,1,1,1,5,2,3,2,10,59,2,C,C,3000,3000,WALK
10167,2091,1,2,1600,0.233,2,HBSOCREC,2,2,1,1,NC,0,1,1,1,5,2,3,2,10,59,2,C,C,3000,3000,WALK
10168,2092,1,1,1300,0.991,2,HBW,6,2,1,-7,TX,1,1,1,4,7,2,3,1,1,62,1,U,U,7000,7000,WALK
10169,2092,1,2,2330,0.992,2,HBW,6,2,1,-7,TX,1,1,1,4,7,2,3,1,1,62,1,U,U,7000,7000,WALK
10170,2093,1,1,1200,3.673,2,HBSHOP,3,2,1,2,TX,0,1,1,1,7,2,2,2,4,50,2,S,C,1500,1500,PASSENGER
10171,2093,1,2,1330,3.672,2,HBSHOP,3,2,1,2,TX,0,1,1,1,7,2,2,2,4,50,2,C,S,1500,1500,PASSENGER
10172,2094,1,1,1330,2.559,2,HBSHOP,6,2,1,2,NY,0,1,2,6,2,1,3,2,3,59,2,T,T,300,300,DRIVE
10173,2094,1,2,1400,0.147,2,NHB,6,2,1,2,NY,0,1,2,6,2,1,3,2,3,59,2,T,T,300,300,WALK
10174,2094,1,3,1420,0.822,2,NHB,6,2,1,2,NY,0,1,2,6,2,1,3,2,3,59,2,T,T,300,300,DRIVE
10175,2094,1,4,1530,1.862,2,HBSHOP,6,2,1,2,NY,0,1,2,6,2,1,3,2,3,59,2,T,T,300,300,DRIVE
10176,2095,1,1,505,5.747,2,HBW,2,2,1,-8,CA,1,1,1,4,9,1,3,1,1,55,2,C,S,7000,750,RAIL
10177,2095,1,2,1430,5.95,2,HBW,2,2,1,-8,CA,1,1,1,4,9,1,3,1,1,55,2,S,C,750,7000,RAIL
10178,2096,1,1,900,12.892,2,HBO,2,2,2,1,GA,1,7,1,5,5,-7,1,1,4,62,1,C,S,17000,1500,RAIL
10179,2096,1,2,1000,12.549,2,HBO,2,2,2,1,GA,1,7,1,5,5,-7,1,1,4,62,1,S,C,1500,17000,RAIL
10180,2096,2,1,900,12.891,2,HBO,2,2,2,1,GA,1,7,1,5,5,-7,1,2,5,17,1,C,S,17000,1500,RAIL
10181,2096,2,2,1415,5.047,2,HBO,2,2,2,1,GA,1,7,1,5,5,-7,1,2,5,17,1,S,C,1500,17000,RAIL
10182,2096,2,3,1800,0.643,2,HBSHOP,2,2,2,1,GA,1,7,1,5,5,-7,1,2,3,17,1,C,C,17000,7000,WALK
10183,2096,2,4,1830,0.643,2,HBSHOP,2,2,2,1,GA,1,7,1,5,5,-7,1,2,3,17,1,C,C,7000,17000,WALK
10184,2097,1,1,1000,0.843,2,HBO,3,2,1,2,CA,1,1,2,6,9,1,4,1,4,56,1,T,T,300,300,WALK
10185,2097,1,2,1251,0.448,2,NHB,3,2,1,2,CA,1,1,2,6,9,1,4,1,3,56,1,T,T,300,300,WALK
10186,2097,1,3,1316,0.418,2,HBSHOP,3,2,1,2,CA,1,1,2,6,9,1,4,1,4,56,1,T,T,300,300,WALK
10187,2097,1,4,1401,1.519,2,HBSHOP,3,2,1,2,CA,1,1,2,6,9,1,4,1,4,56,1,T,T,300,1500,PASSENGER
10188,2097,1,5,1413,1.292,2,NHB,3,2,1,2,CA,1,1,2,6,9,1,4,1,10,56,1,T,T,1500,3000,PASSENGER
10189,2097,1,6,1429,1.4,2,HBSHOP,3,2,1,2,CA,1,1,2,6,9,1,4,1,10,56,1,T,T,3000,300,PASSENGER
10190,2098,1,1,1200,8.194,2,NHB,6,2,1,2,TX,1,1,1,4,7,2,3,1,8,23,2,C,C,3000,7000,TAXI
10191,2098,1,2,1330,5.969,2,NHB,6,2,1,2,TX,1,1,1,4,7,2,3,1,1,23,2,C,S,7000,1500,OTHER
10192,2098,1,3,30,5.989,2,HBW,6,2,1,2,TX,1,1,1,4,7,2,3,1,1,23,2,S,S,1500,3000,PASSENGER
10193,2099,1,1,900,0.679,2,HBSHOP,4,2,1,2,WI,0,9,1,4,3,2,1,2,3,63,2,U,U,17000,17000,RAIL
10194,2099,1,2,930,0.701,2,HBSHOP,4,2,1,2,WI,0,9,1,4,3,2,1,2,3,63,2,U,U,17000,17000,RAIL
10195,2100,1,1,700,0.556,1,HBO,5,2,1,2,AZ,0,9,2,6,8,6,1,2,10,83,2,C,C,7000,7000,WALK
10196,2101,1,1,1030,0.631,2,HBSHOP,6,1,3,2,TX,1,2,1,3,7,1,1,2,3,59,2,U,U,1500,17000,RAIL
10197,2101,1,2,1145,0.632,2,HBSHOP,6,1,3,2,TX,1,2,1,3,7,1,1,2,3,59,2,U,U,17000,1500,RAIL
10198,2101,1,3,1230,3.372,2,HBSOCREC,6,1,3,2,TX,1,2,1,3,7,1,1,2,8,59,2,U,S,1500,3000,RAIL
10199,2101,1,4,1600,3.63,2,HBSOCREC,6,1,3,2,TX,1,2,1,3,7,1,1,2,8,59,2,S,U,3000,1500,RAIL
10200,2101,2,1,900,19.113,2,HBO,6,1,3,2,TX,1,2,1,3,7,1,3,1,11,32,1,U,S,1500,750,PASSENGER
10201,2101,2,2,1630,19.146,2,HBO,6,1,3,2,TX,1,2,1,3,7,1,3,1,11,32,1,S,U,750,1500,RAIL
10202,2101,3,1,900,19.113,2,HBO,6,1,3,2,TX,1,2,1,3,7,1,2,2,11,30,2,U,S,1500,750,PASSENGER
10203,2101,3,2,1630,19.967,2,HBO,6,1,3,2,TX,1,2,1,3,7,1,2,2,11,30,2,S,U,750,1500,RAIL
10204,2102,1,1,1000,0.697,2,HBSHOP,5,2,1,2,GA,0,1,4,6,5,2,2,2,3,30,2,T,T,750,750,RAIL
10205,2102,1,2,1320,0.697,2,HBSHOP,5,2,1,2,GA,0,1,4,6,5,2,2,2,3,30,2,T,T,750,750,RAIL
10206,2102,1,3,1541,4.887,2,HBSHOP,5,2,1,2,GA,0,1,4,6,5,2,2,2,3,30,2,T,C,750,1500,RAIL
10207,2102,1,4,1727,3.189,2,NHB,5,2,1,2,GA,0,1,4,6,5,2,2,2,3,30,2,C,S,1500,3000,RAIL
10208,2102,1,5,1822,0.383,2,NHB,5,2,1,2,GA,0,1,4,6,5,2,2,2,3,30,2,S,S,3000,750,WALK
10209,2102,1,6,1910,1.775,2,HBSHOP,5,2,1,2,GA,0,1,4,6,5,2,2,2,3,30,2,S,T,750,750,RAIL
10210,2103,1,1,1000,3.26,2,HBO,1,2,1,-8,TX,0,1,1,4,7,2,1,2,5,81,2,U,U,7000,7000,PASSENGER
10211,2103,1,2,1330,3.26,2,HBO,1,2,1,-8,TX,0,1,1,4,7,2,1,2,5,81,2,U,U,7000,7000,PASSENGER
